4,14,24,30,41,48
6,8,17,31,33,49
1,8,9,13,41,45
14,24,28,32,37,47
10,13,14,19,25,31
4,5,18,26,34,48
1,5,6,11,25,37
8,11,24,32,33,44
7,17,24,30,38,46
4,10,14,23,32,35
1,16,21,29,44,47
9,11,22,29,30,41
5,8,12,18,26,43
16,17,22,28,44,46
3,4,6,10,24,32
14,25,33,38,43,45
10,36,43,44,45,48
15,20,22,27,39,49
17,19,28,36,37,38
10,17,41,42,43,46
5,11,19,20,32,43
1,19,33,38,39,46
8,11,22,29,46,47
11,12,15,29,41,48
1,7,18,27,37,47
6,8,22,38,43,47
7,27,42,45,46,47
21,22,29,37,40,49
12,13,14,23,25,47
6,25,26,27,28,47
21,23,29,36,41,42
24,27,31,42,44,46
3,18,31,35,41,42
20,25,27,30,38,43
2,20,25,41,45,49
3,16,22,36,46,48
1,6,7,16,19,41
4,8,10,28,32,42
15,21,23,39,43,48
6,12,23,25,40,46
3,4,5,19,30,41
13,16,19,27,39,48
6,7,26,27,30,46
7,16,22,29,32,38
12,20,23,28,34,43
14,20,37,41,44,47
2,11,15,36,46,47
14,29,33,37,39,46
3,5,14,17,39,44
4,11,21,22,34,35
1,3,7,11,23,36
7,9,20,38,41,43
3,6,7,9,18,45
2,6,26,38,40,43
7,13,14,29,35,41
3,7,20,27,39,49
14,15,16,34,40,47
2,11,26,30,33,38
4,6,14,27,28,46
4,8,11,12,14,29
2,3,11,24,31,44
8,20,23,24,37,48
15,16,22,29,41,48
2,12,22,34,40,45
1,4,5,18,26,43
8,12,15,37,41,48
6,16,21,32,35,38
16,20,31,33,42,45
3,19,28,29,33,41
10,11,35,37,41,42
14,17,18,32,42,47
5,12,13,33,38,39
11,19,20,30,35,42
9,18,34,43,45,48
5,17,18,30,31,42
18,19,20,22,33,43
4,17,30,41,46,47
18,25,30,37,39,44
4,7,16,20,31,36
7,10,15,35,38,39
7,13,29,36,42,48
6,10,15,24,28,45
3,9,14,26,30,42
16,22,24,28,38,48
2,3,26,44,45,46
3,16,26,30,36,42
8,12,16,23,28,44
2,3,16,18,20,35
1,12,13,22,43,47
2,19,26,28,44,46
2,6,15,22,26,28
1,4,5,24,30,42
8,12,17,29,37,44
10,14,18,24,33,44
6,15,16,31,33,34
1,2,16,22,39,49
18,31,32,33,40,41
7,11,12,25,28,33
5,26,37,38,40,49
15,17,22,28,29,41
9,10,19,23,28,41
4,17,18,24,39,49
4,6,18,22,29,36
1,18,29,33,47,49
7,9,17,26,29,40
5,12,24,33,40,45
4,11,17,25,39,48
14,15,20,25,28,41
1,8,24,29,31,48
9,19,21,33,48,49
12,17,23,29,42,46
14,19,36,41,43,46
3,6,10,24,37,47
3,10,12,26,31,44
6,12,29,35,42,47
3,30,32,37,44,48
1,3,6,24,31,43
9,13,21,24,27,36
1,7,10,22,33,46
13,18,21,32,34,47
9,15,19,22,40,41
8,14,17,26,27,45
1,23,30,35,43,47
3,12,27,36,42,45
10,13,31,34,46,48
14,18,19,25,35,46
9,21,23,31,34,39
7,12,14,15,19,46
2,16,25,26,27,40
12,14,16,19,29,47
18,23,33,34,40,48
10,18,19,31,33,47
10,16,25,28,34,49
2,17,19,32,34,38
18,20,30,32,43,45
24,26,32,35,38,39
1,13,16,29,30,31
5,13,23,31,47,48
7,10,15,25,37,49
1,8,10,16,17,40
7,10,33,37,43,46
10,13,32,37,46,48
20,26,30,39,47,49
9,11,26,29,35,46
4,10,15,37,44,49
9,10,16,22,31,44
1,3,31,33,40,41
1,5,9,13,26,41
1,10,17,23,28,38
6,19,25,30,33,42
1,4,38,39,46,47
2,13,17,35,36,49
5,14,15,20,22,38
1,5,11,13,20,49
8,15,16,17,27,35
1,6,9,21,26,37
14,26,28,30,36,43
2,11,14,35,39,49
16,32,34,37,42,44
10,19,20,31,39,41
5,13,15,26,30,44
10,13,19,26,31,41
2,5,29,46,47,48
6,9,10,21,30,36
5,9,17,24,39,45
19,25,30,35,40,46
5,6,22,31,35,42
2,5,30,33,44,48
6,13,21,27,38,45
7,12,13,33,48,49
2,8,12,17,19,27
8,19,35,40,41,43
2,6,10,11,34,44
4,5,28,32,44,49
4,6,8,15,26,30
4,16,18,37,38,42
1,34,37,40,44,49
10,14,20,27,33,41
1,18,22,30,34,44
1,18,20,28,40,49
5,25,29,43,47,48
5,6,7,17,18,39
6,13,23,26,30,33
15,21,26,34,42,43
6,25,26,33,45,47
11,12,17,23,43,49
6,14,28,30,37,39
2,10,30,34,41,49
23,28,30,31,37,45
6,14,16,35,42,48
1,8,22,32,33,43
3,7,31,37,40,41
8,14,18,25,30,36
7,11,18,19,21,27
1,3,6,11,24,43
2,3,15,20,31,35
3,34,35,37,46,47
1,8,11,18,24,29
4,15,18,21,32,45
11,15,38,41,44,46
7,20,25,26,34,37
1,5,6,17,28,41
14,21,32,33,35,48
22,29,35,37,39,47
7,13,19,29,38,41
16,32,33,40,42,43
2,21,26,32,36,48
11,15,18,43,44,45
5,7,8,26,28,36
1,12,19,26,30,48
9,32,35,38,42,43
6,13,20,33,39,41
2,6,9,19,20,47
13,19,20,38,39,44
1,2,6,15,38,39
4,27,28,31,38,44
26,32,41,42,45,47
1,10,12,19,21,47
5,16,39,43,47,48
13,18,36,40,42,48
11,17,32,34,37,49
33,34,38,42,43,44
6,24,28,29,34,35
3,21,23,38,39,42
4,11,18,22,30,45
1,3,4,22,29,30
27,29,37,42,45,47
5,13,21,37,39,48
12,14,17,22,45,46
20,27,29,32,34,38
3,4,23,27,28,37
10,11,13,28,39,40
5,9,11,14,26,39
1,2,14,17,25,49
6,9,15,38,41,42
3,13,19,21,25,42
2,16,28,37,39,49
14,22,28,30,41,46
3,12,22,32,45,46
7,13,18,33,36,39
17,20,24,25,27,41
1,5,7,25,42,46
1,3,4,9,28,32
12,22,29,30,31,38
1,19,22,23,41,45
3,7,16,26,28,35
4,12,17,26,46,49
7,15,16,25,26,40
4,12,23,27,31,40
4,15,18,21,22,38
1,9,11,25,26,49
9,21,24,25,28,47
5,8,9,18,22,36
1,6,7,22,41,49
2,7,28,39,40,47
10,11,14,24,26,48
12,18,21,27,30,36
19,23,27,30,41,48
1,11,12,19,25,32
25,31,34,37,39,42
3,4,18,36,37,49
4,5,12,18,20,33
16,26,30,31,32,47
9,18,26,38,39,42
7,19,32,45,47,48
1,2,23,26,36,43
1,15,29,34,37,44
6,13,19,25,26,44
23,24,25,27,29,49
9,17,24,27,36,48
24,31,32,35,37,46
6,17,18,28,33,37
4,6,16,26,29,42
29,30,32,33,36,44
2,6,16,22,44,49
4,6,7,39,41,44
13,23,27,38,43,46
13,17,29,38,41,42
2,3,15,22,35,47
7,33,34,39,40,47
2,3,17,23,27,40
18,22,30,36,44,49
8,25,31,32,33,38
17,19,21,27,36,41
5,27,37,41,45,47
12,15,18,26,27,33
14,20,29,30,35,37
21,22,23,34,36,49
14,18,19,23,37,49
1,10,18,39,41,49
5,15,25,27,47,49
6,9,29,36,38,49
2,10,29,35,45,48
16,23,25,28,32,49
2,11,19,24,28,49
5,7,9,21,29,34
3,5,8,14,33,34
12,16,19,28,33,48
8,14,18,27,40,49
11,16,17,18,30,40
21,26,27,31,35,47
3,9,28,30,36,46
10,15,19,23,38,44
17,20,25,31,33,37
4,18,19,23,33,46
11,15,16,17,19,45
11,20,21,24,30,49
3,6,17,20,21,42
7,9,10,13,35,40
4,7,10,11,13,38
4,10,15,25,34,46
1,18,29,32,36,42
1,20,22,24,33,36
3,8,15,18,21,31
3,7,14,21,46,47
7,14,24,37,38,43
1,7,11,16,19,37
6,23,35,40,45,46
2,5,9,12,20,35
24,28,29,32,34,48
11,17,20,26,37,43
9,16,25,28,30,32
3,12,13,17,18,33
11,18,19,29,35,43
7,12,16,20,25,46
2,3,9,14,17,27
5,6,18,23,30,40
8,13,35,38,39,44
4,11,31,32,38,39
17,19,31,37,45,46
11,12,14,27,37,48
10,15,31,34,35,45
5,14,32,37,46,47
3,22,24,25,43,45
5,6,14,16,31,48
3,13,25,27,32,48
3,11,15,18,33,45
3,5,18,31,37,45
4,22,24,34,36,43
3,6,8,26,29,38
5,9,13,20,39,48
15,20,25,28,33,41
17,20,27,35,41,45
6,16,20,22,23,24
15,18,26,27,37,42
3,6,8,29,40,47
18,27,33,41,44,47
6,15,32,36,43,47
5,24,28,37,40,44
5,24,28,30,35,42
8,19,34,35,40,49
13,18,30,38,45,48
1,7,17,22,29,46
20,26,29,38,43,48
3,16,27,34,42,45
1,23,25,31,38,47
1,8,12,15,46,48
13,23,28,30,33,46
12,15,19,27,34,47
9,20,25,27,44,48
4,9,33,34,42,47
2,4,7,10,35,37
12,15,19,23,29,38
4,6,10,11,17,25
2,9,11,33,47,48
3,5,12,19,42,44
1,5,17,31,34,49
3,9,25,31,37,43
23,27,29,36,38,42
2,12,13,19,34,46
3,4,27,41,44,49
7,16,29,36,45,47
10,16,24,27,47,48
15,23,29,35,38,48
1,10,19,24,30,31
3,8,13,15,18,42
13,16,34,35,39,42
3,4,6,10,46,48
4,19,31,33,40,46
6,22,31,33,36,43
6,17,25,29,48,49
13,17,35,37,45,46
16,24,37,38,40,42
1,5,10,25,32,37
2,5,13,18,25,36
1,3,18,28,42,44
30,40,41,47,48,49
5,14,19,22,33,41
1,6,7,20,29,49
8,9,39,40,41,43
7,11,31,34,35,36
2,22,25,32,45,46
6,25,29,30,31,36
8,11,18,26,40,49
5,8,10,36,46,47
6,13,18,24,29,31
1,3,14,34,42,46
6,7,15,16,26,32
8,15,16,20,31,37
3,17,21,22,24,39
4,12,21,38,39,46
3,9,13,15,37,46
6,23,27,29,30,44
7,13,24,28,31,32
1,12,14,26,27,39
3,5,8,19,30,47
17,33,37,41,42,47
10,18,25,36,38,44
4,5,9,16,19,45
3,9,29,30,33,39
2,21,26,27,33,45
1,14,18,32,37,45
3,7,9,11,27,36
7,9,20,24,35,36
2,13,16,32,45,47
5,13,24,32,37,41
8,30,35,38,40,47
4,6,13,16,22,40
6,18,20,28,42,49
4,15,31,37,41,42
3,13,14,29,40,41
4,9,22,27,31,41
3,6,18,31,39,40
18,24,29,30,42,47
14,15,20,37,40,45
23,26,28,31,48,49
6,8,23,27,31,46
13,29,36,47,48,49
6,12,25,26,44,46
3,7,20,33,34,48
1,23,30,31,37,45
4,12,19,32,34,41
8,20,21,25,43,44
2,16,22,30,36,43
4,14,25,38,44,47
5,13,15,17,19,36
4,16,22,31,40,45
7,8,14,22,29,44
4,9,25,31,38,40
5,6,12,13,31,35
6,12,24,29,36,47
6,7,33,35,37,42
16,18,29,31,35,47
7,13,19,22,23,36
3,21,29,30,34,37
5,10,21,22,33,36
2,32,34,39,42,49
5,11,23,31,42,43
6,9,10,11,18,22
5,11,12,19,21,48
8,15,21,27,29,47
11,13,19,20,24,49
38,41,42,46,48,49
1,9,35,37,43,46
8,12,20,22,32,38
15,19,20,33,34,36
10,14,20,22,39,46
4,9,19,40,44,47
3,23,26,29,42,44
10,15,31,36,40,48
3,26,28,29,46,49
2,5,7,9,13,22
12,21,23,32,41,42
1,4,21,22,37,39
4,19,27,29,36,41
11,18,27,38,42,45
6,8,19,25,29,41
1,9,11,44,47,49
2,13,14,19,47,48
4,16,27,31,38,47
1,19,24,29,35,42
5,10,15,16,38,41
10,15,25,31,42,47
13,18,21,35,36,45
11,26,32,39,43,47
6,16,40,41,46,49
1,6,12,15,21,36
2,8,29,32,40,44
3,15,22,25,29,30
2,3,6,11,42,49
1,13,17,21,44,45
2,21,24,41,42,47
4,6,27,33,40,43
4,11,20,23,38,41
10,11,12,21,30,49
13,19,21,34,42,48
1,8,31,34,43,45
2,37,39,42,45,48
19,22,27,40,45,46
3,14,25,30,37,39
3,10,26,29,30,42
8,19,29,40,47,48
5,9,24,29,35,36
1,23,27,39,40,45
5,16,17,21,23,35
1,13,17,22,23,35
2,3,34,40,42,44
15,21,27,30,46,47
1,8,10,16,18,35
3,15,18,30,39,41
2,6,9,28,33,45
12,30,39,44,45,46
5,9,29,38,42,44
10,14,17,22,31,34
2,3,5,17,25,36
27,28,29,34,36,42
9,11,28,29,35,36
3,8,17,28,38,42
16,24,26,31,34,43
18,24,34,44,46,48
12,14,16,23,37,47
5,7,15,23,33,37
13,24,27,30,43,44
3,26,29,31,33,48
8,17,27,36,47,49
2,12,22,32,40,45
4,23,36,42,44,45
5,9,12,17,31,38
4,7,11,33,38,39
1,7,16,19,26,31
1,2,11,17,37,44
11,22,23,28,44,48
6,15,17,21,25,41
7,11,32,39,45,46
9,28,31,33,40,44
17,18,20,29,38,44
1,4,16,25,28,47
2,7,10,18,31,42
5,11,24,26,28,36
1,12,20,33,40,41
5,33,38,42,43,47
12,13,35,45,46,48
2,11,13,19,20,43
14,25,27,32,36,45
4,16,20,31,34,38
6,19,20,25,42,48
4,13,14,20,27,35
17,22,33,36,41,47
7,12,18,19,23,24
7,13,17,37,42,44
1,7,13,18,27,30
2,3,11,25,27,35
10,19,28,37,42,48
2,8,24,31,43,46
12,14,22,32,41,43
3,16,23,33,41,47
9,12,28,30,34,43
17,22,24,39,48,49
7,8,12,32,42,47
13,16,31,37,39,49
1,10,30,36,38,42
2,10,24,31,41,49
2,5,11,20,22,40
3,7,11,22,27,42
6,11,21,24,31,32
2,5,18,33,45,47
3,8,9,10,29,42
14,19,22,29,46,47
9,11,16,26,36,44
7,23,24,41,47,49
2,11,19,30,38,49
13,19,22,28,31,34
1,4,22,26,34,36
6,11,18,21,35,49
2,4,28,36,39,46
4,15,22,39,46,48
9,12,17,24,41,43
5,18,22,25,31,44
13,18,26,29,42,47
11,22,24,27,30,46
11,15,28,35,39,42
9,13,29,34,39,49
4,11,17,19,25,30
1,5,7,32,36,41
4,10,11,16,27,49
5,19,31,34,43,47
2,9,17,22,23,36
12,17,20,21,43,46
3,6,8,11,47,48
9,31,33,42,45,49
1,4,11,17,27,35
4,25,36,39,43,47
5,18,33,35,42,43
20,25,31,33,38,43
16,18,21,25,40,49
2,11,17,20,36,42
14,20,36,38,41,43
6,13,29,35,38,48
1,2,7,11,14,40
5,11,18,34,38,41
14,21,24,27,42,49
2,32,36,38,39,44
6,17,19,33,36,49
9,15,23,28,41,44
8,16,29,32,38,46
13,14,20,25,35,47
8,11,25,28,34,49
6,11,17,24,25,44
2,4,10,18,27,37
3,15,20,34,35,43
1,20,24,33,38,39
6,8,10,24,33,42
8,14,18,25,28,48
4,20,21,34,35,45
16,24,31,40,44,46
5,18,22,27,38,48
1,2,8,10,29,37
3,15,18,26,39,40
1,12,19,20,36,48
6,10,23,39,45,49
1,3,7,13,19,44
9,22,24,35,46,49
11,16,28,40,41,45
8,31,41,43,44,48
1,8,23,29,35,38
6,19,25,26,32,33
6,8,12,22,27,47
5,7,20,21,33,43
10,13,20,25,33,48
5,8,15,37,38,44
4,8,16,22,28,33
6,14,20,25,26,27
2,5,9,16,41,48
16,20,23,34,40,47
1,6,20,22,24,40
2,7,12,23,36,43
1,8,11,21,26,28
2,7,17,32,43,45
24,32,33,36,40,45
10,11,19,33,37,38
1,10,16,18,20,37
8,19,29,35,41,49
1,13,14,21,25,39
10,11,16,17,18,30
2,13,27,28,35,47
1,2,32,41,43,44
12,15,25,33,41,48
3,5,11,13,15,40
1,2,3,21,39,45
1,2,17,19,22,48
3,6,22,31,47,48
11,12,13,37,38,39
2,5,7,12,13,32
5,8,11,40,44,45
7,8,16,28,30,34
14,21,32,37,38,44
7,16,19,20,30,41
7,23,26,38,40,43
1,5,15,35,37,45
5,6,11,31,35,42
12,13,16,18,32,49
1,4,15,16,44,45
6,30,33,36,40,43
3,6,10,12,34,47
8,12,23,38,41,48
5,19,21,27,32,46
7,14,15,20,29,47
4,10,25,29,40,48
3,6,15,26,30,42
9,18,30,39,45,1
2,4,9,19,23,47
1,9,10,23,24,27
1,3,7,29,33,35
7,8,11,21,30,46
4,19,24,44,47,48
1,3,18,30,31,41
2,12,15,16,17,35
4,11,14,23,24,48
4,12,13,19,31,46
1,12,16,24,31,48
5,23,29,34,36,40
9,10,18,19,36,37
4,6,9,15,27,45
2,4,18,19,20,46
18,22,25,26,36,48
1,18,24,27,37,47
1,4,24,25,34,48
12,13,21,23,31,46
1,15,21,37,42,43
4,5,6,10,15,21
10,13,22,23,42,47
1,2,18,34,42,44
2,5,15,25,26,41
5,7,14,25,38,45
3,8,17,38,40,43
2,23,34,35,44,46
9,10,16,44,45,46
10,14,15,35,39,45
5,14,31,35,44,47
1,7,17,22,41,49
1,5,11,23,29,49
1,22,25,28,37,44
11,19,21,29,35,36
5,6,9,20,33,46
13,17,19,24,29,45
4,10,15,27,32,47
5,9,10,18,20,49
2,8,23,29,31,43
2,8,25,32,40,47
1,12,15,26,33,49
17,25,30,33,38,49
7,8,18,38,39,48
3,8,14,22,23,45
8,10,11,19,31,47
1,4,8,24,26,39
1,3,5,6,30,41
9,14,18,19,30,40
6,12,22,34,46,49
